01.11.2023,23:15:36,34,0,10,16,1,70,20,82,68,31,7,26,4,498,4,1,-6,51,3,50,2,50,1
01.11.2023,23:15:38,46,0,11,86,1,81,25,81,28,84,0,4,6,223,7,10,-6,34,-1,20,9,83,1
01.11.2023,23:15:39,75,0,12,79,1,49,20,36,13,01,4,40,2,247,6,8,-0,10,-4,40,7,68,2
01.11.2023,23:15:41,63,0,12,13,4,97,24,50,94,50,18,38,2,182,7,6,7,52,-4,73,7,40,3
01.11.2023,23:15:42,29,0,11,79,3,36,27,11,97,06,19,34,8,725,9,2,5,75,4,21,0,11,3
01.11.2023,23:15:43,77,0,10,64,2,66,28,28,63,64,17,21,9,244,0,6,-4,58,-4,88,-4,03,2
01.11.2023,23:15:44,38,0,10,48,2,52,22,84,42,89,5,28,5,510,7,4,-2,32,-4,93,-5,86,1
01.11.2023,23:15:45,37,0,13,60,1,64,24,36,74,51,5,47,2,972,5,1,2,06,5,33,4,76,1
01.11.2023,23:15:46,44,0,11,73,2,82,27,11,17,65,7,20,6,420,7,5,1,52,-3,08,8,22,2
01.11.2023,23:15:48,98,0,11,42,3,31,22,54,51,81,12,27,3,189,4,8,-7,25,-8,90,3,52,1
01.11.2023,23:15:49,92,0,13,18,3,68,28,39,32,46,17,26,2,386,4,9,-9,84,0,22,5,10,3
01.11.2023,23:15:50,61,0,10,47,3,78,29,90,89,35,7,28,4,650,8,3,-8,84,6,87,-4,34,1
01.11.2023,23:15:52,27,0,12,47,1,56,21,55,34,62,1,24,9,691,6,0,-1,43,-0,11,6,42,1
01.11.2023,23:15:53,69,0,10,43,3,23,25,58,73,68,17,27,8,267,0,0,-6,81,-5,66,-6,62,1
01.11.2023,23:15:54,10,0,10,22,2,03,23,60,29,06,17,19,0,680,1,1,9,01,0,23,-5,88,3
01.11.2023,23:15:55,78,0,13,14,2,46,27,24,93,68,14,41,5,554,1,7,1,86,-9,75,3,74,1
01.11.2023,23:15:56,4,0,10,22,4,79,21,89,45,84,19,49,3,136,5,10,-1,12,-1,32,2,99,1
01.11.2023,23:15:57,67,0,11,77,3,26,25,82,15,72,0,17,6,25,2,0,5,44,8,02,-2,85,1
01.11.2023,23:15:59,59,0,10,88,3,30,28,15,34,00,19,3,7,798,8,0,-2,24,9,80,-7,16,2
01.11.2023,23:16:00,97,0,11,34,1,26,29,95,28,18,0,41,6,235,8,4,2,93,-0,38,1,63,3
01.11.2023,23:16:01,19,0,13,91,4,75,28,98,11,60,17,33,4,665,0,5,-7,37,-1,00,-5,28,2
01.11.2023,23:16:02,97,0,11,13,2,70,25,41,95,13,13,12,0,26,0,3,-3,25,-7,27,5,60,1
01.11.2023,23:16:03,69,0,10,33,2,03,22,09,57,38,1,11,7,357,4,8,-8,06,7,23,-7,93,1
01.11.2023,23:16:04,16,0,11,89,4,08,25,12,20,32,12,38,0,849,8,0,0,95,6,24,6,79,3
01.11.2023,23:16:05,82,0,11,37,4,83,29,11,63,93,16,5,9,72,3,1,1,73,-1,83,-5,07,2
01.11.2023,23:16:06,35,0,10,01,1,30,22,25,18,66,11,21,8,679,2,5,5,31,-4,89,5,33,1
01.11.2023,23:16:07,52,0,10,08,1,78,26,11,53,43,9,18,5,878,8,3,7,82,-1,98,6,66,2
01.11.2023,23:16:08,6,0,13,94,1,80,20,18,88,71,7,13,3,645,3,2,5,12,5,50,7,03,2
01.11.2023,23:16:09,25,0,11,61,1,06,23,09,57,66,14,7,2,504,8,3,-8,06,7,57,0,61,1
01.11.2023,23:16:10,97,0,13,51,3,72,20,76,11,23,14,19,6,728,8,5,-0,98,-0,41,-0,23,3
01.11.2023,23:16:11,90,0,12,01,2,96,22,64,26,47,8,38,0,173,2,2,9,34,7,26,9,40,1
01.11.2023,23:16:12,70,0,12,75,4,81,27,83,88,86,6,24,4,835,0,4,-2,23,9,32,-6,36,2
01.11.2023,23:16:15,15,0,10,01,1,17,24,96,11,31,10,4,1,621,0,3,-3,99,0,82,-1,09,1
01.11.2023,23:16:16,32,0,10,60,3,46,28,92,4,58,19,38,4,56,1,9,4,33,9,12,2,55,2
01.11.2023,23:16:18,49,0,13,73,1,85,21,42,47,01,7,16,2,893,8,5,9,14,-6,36,-8,35,2
01.11.2023,23:16:19,84,0,13,80,3,03,22,96,28,49,1,43,4,634,4,4,-9,89,5,51,-6,19,2
01.11.2023,23:16:20,69,0,11,66,3,51,29,48,32,98,20,29,0,516,1,4,6,71,6,89,4,39,1
01.11.2023,23:16:22,57,0,11,77,4,58,21,19,92,73,9,47,6,925,0,7,8,21,-4,66,0,82,2
01.11.2023,23:16:23,22,0,12,01,1,57,23,94,11,32,13,28,8,38,6,5,1,30,-9,01,4,26,3
01.11.2023,23:16:24,11,0,10,58,2,79,26,67,33,12,15,43,3,795,3,4,-7,28,2,42,-3,49,3
01.11.2023,23:16:26,22,0,12,02,2,98,20,98,87,86,17,20,3,40,2,3,6,12,-0,45,9,74,2
01.11.2023,23:16:27,52,0,12,70,4,33,28,25,36,69,10,3,4,204,8,2,6,19,4,35,0,09,1
01.11.2023,23:16:28,73,0,12,37,2,58,26,69,60,44,10,2,1,361,7,5,-2,78,-4,01,-4,06,1
01.11.2023,23:16:29,78,0,13,68,4,47,20,84,96,11,17,48,9,813,1,8,-1,12,3,19,2,36,1
01.11.2023,23:16:30,43,0,12,23,4,06,29,67,69,58,16,29,7,706,1,1,6,25,2,89,3,11,1
01.11.2023,23:16:31,99,0,13,78,1,87,29,99,31,41,11,26,4,109,5,8,-7,03,-3,27,-6,62,3
01.11.2023,23:16:33,52,0,12,81,3,21,26,61,10,66,4,21,4,759,3,9,-9,33,1,91,5,91,1
01.11.2023,23:16:35,91,0,12,42,4,09,29,28,45,86,13,22,2,649,0,0,6,49,1,16,-8,30,1
01.11.2023,23:16:38,98,0,11,41,2,92,21,15,26,50,10,30,2,365,5,3,-8,84,5,17,7,81,2
01.11.2023,23:16:39,58,0,10,15,3,57,22,98,64,38,8,28,0,380,3,4,3,71,6,63,-2,08,1
01.11.2023,23:16:40,35,0,12,41,3,39,27,96,91,69,2,4,2,918,0,8,5,77,0,77,-0,10,3
01.11.2023,23:16:41,86,0,13,06,3,85,28,53,69,98,1,36,2,62,4,6,-1,07,6,00,-9,63,1
01.11.2023,23:16:42,58,0,11,49,1,78,25,23,66,70,13,35,9,77,0,1,-9,97,5,34,0,38,1
01.11.2023,23:16:43,66,0,13,23,3,63,27,93,24,80,2,40,1,947,6,6,5,88,3,35,1,97,3
01.11.2023,23:16:44,77,0,12,69,1,50,27,31,15,54,16,38,9,737,1,5,4,25,4,47,-4,68,1
01.11.2023,23:16:46,70,0,10,86,1,93,20,31,57,74,11,46,2,681,4,9,-9,05,9,03,-1,55,3
01.11.2023,23:16:47,97,0,12,96,2,62,21,35,9,43,19,26,4,126,5,2,-9,46,-3,43,6,91,1
01.11.2023,23:16:49,19,0,11,37,2,76,20,12,72,85,14,14,1,917,9,10,1,87,-6,91,-4,66,3
01.11.2023,23:16:50,47,0,11,21,1,29,24,80,18,85,18,9,3,547,2,8,3,21,-4,91,0,15,1
01.11.2023,23:16:52,66,0,12,26,1,45,27,44,67,06,5,5,1,929,3,2,2,01,7,69,2,46,2
01.11.2023,23:16:53,60,0,11,22,3,35,23,91,68,11,3,25,2,434,1,4,5,23,-9,42,-7,77,2
01.11.2023,23:16:54,25,0,12,49,4,46,27,37,11,60,8,13,8,890,1,2,2,43,-1,30,-8,78,3
01.11.2023,23:16:55,99,0,11,62,2,46,29,86,91,96,0,12,1,803,7,3,-3,23,-2,57,-3,08,2
01.11.2023,23:16:56,50,0,12,80,4,46,22,25,80,23,1,31,6,255,2,0,-0,40,-8,71,0,19,2
01.11.2023,23:16:57,50,0,11,39,2,94,23,58,68,44,3,16,5,691,2,2,-8,01,-8,62,-1,02,3
01.11.2023,23:16:58,2,0,13,47,3,45,29,58,28,42,10,19,5,611,4,9,1,50,-9,48,-9,65,3
01.11.2023,23:17:02,77,0,13,89,2,63,25,19,97,36,6,0,9,630,2,3,-2,51,5,96,1,76,3
01.11.2023,23:17:03,23,0,10,96,4,43,22,92,66,40,1,45,3,728,6,8,-2,83,1,24,7,83,1
01.11.2023,23:17:04,86,0,12,39,4,15,24,17,11,51,17,3,0,426,3,0,6,08,1,07,0,81,3
01.11.2023,23:17:05,35,0,10,16,3,26,22,96,74,40,1,1,3,798,5,2,-8,00,-9,87,0,18,1
01.11.2023,23:17:06,87,0,11,32,2,78,20,39,61,38,17,31,4,851,0,4,-1,60,6,83,7,16,1
01.11.2023,23:17:07,95,0,12,12,3,19,22,04,43,70,6,37,6,873,4,8,7,33,-6,74,-1,34,2
01.11.2023,23:17:08,49,0,13,46,2,30,26,33,49,85,16,45,4,877,8,10,4,56,9,60,9,76,1
01.11.2023,23:17:09,71,0,13,65,4,76,29,20,62,01,15,21,9,484,5,1,-0,06,-4,99,-9,52,2
01.11.2023,23:17:10,70,0,13,03,2,46,21,25,46,44,5,30,3,999,4,3,5,22,0,54,5,96,3
01.11.2023,23:17:12,44,0,13,98,1,52,23,53,36,92,1,30,5,835,7,0,-6,99,0,28,7,32,1
01.11.2023,23:17:13,70,0,11,53,1,76,23,50,15,18,8,6,1,698,5,7,-0,25,-7,94,-6,32,3
01.11.2023,23:17:14,68,0,13,23,2,66,21,05,91,82,9,15,3,217,8,9,2,21,7,39,-9,89,2
01.11.2023,23:17:16,52,0,12,79,3,19,27,74,50,76,0,8,5,673,3,4,6,01,-1,61,9,52,1
01.11.2023,23:17:17,8,0,12,24,1,18,28,52,77,13,6,17,2,759,8,10,8,67,2,25,3,72,3
01.11.2023,23:17:18,23,0,10,40,1,63,28,12,97,48,7,42,9,231,0,10,2,16,3,39,-8,58,1
01.11.2023,23:17:20,74,0,13,61,4,71,25,62,76,40,19,4,4,820,1,8,-8,61,0,30,1,57,3
01.11.2023,23:17:21,6,0,10,47,1,01,21,75,95,22,7,39,0,668,3,5,0,16,-9,18,7,92,2
01.11.2023,23:17:23,74,0,13,93,2,13,20,51,76,72,4,24,2,562,2,6,7,68,1,33,2,18,2
01.11.2023,23:17:24,11,0,10,95,2,58,22,56,39,49,18,33,3,218,4,10,-1,92,4,00,-3,19,2
01.11.2023,23:17:25,85,0,13,14,4,65,24,34,16,39,14,41,4,108,1,7,5,95,-2,30,-1,43,3
01.11.2023,23:17:26,84,0,11,65,4,93,23,39,79,97,11,42,1,4,2,6,1,09,0,37,-2,60,2
01.11.2023,23:17:28,87,0,13,13,2,85,24,74,44,08,0,41,4,654,2,0,-4,92,-5,30,3,00,2
01.11.2023,23:17:29,14,0,11,99,2,96,22,97,23,15,8,3,2,603,9,3,-7,08,-0,35,7,94,1
01.11.2023,23:17:30,81,0,12,87,2,87,24,81,71,35,7,8,3,79,7,7,-8,79,0,81,-8,45,1
01.11.2023,23:17:31,51,0,12,17,4,62,23,68,42,78,8,4,8,975,3,4,-5,76,5,69,-8,81,2
01.11.2023,23:17:32,25,0,10,43,1,46,25,88,63,58,20,28,8,222,9,2,-7,82,-6,25,1,37,2
01.11.2023,23:17:33,90,0,11,93,3,10,24,62,43,74,19,11,0,117,8,9,0,43,3,96,8,25,3
01.11.2023,23:17:35,56,0,12,00,4,56,23,03,43,39,15,40,0,887,5,5,2,24,-0,99,9,48,3
01.11.2023,23:17:36,84,0,13,36,2,40,23,69,58,67,8,33,8,917,7,9,5,50,9,61,6,80,2
01.11.2023,23:17:37,51,0,10,59,2,17,28,20,42,43,11,18,3,12,4,4,4,38,-5,46,1,64,1
01.11.2023,23:17:39,55,0,11,68,3,03,26,70,72,56,19,23,2,831,4,2,3,05,1,88,3,39,1
01.11.2023,23:17:40,89,0,12,43,4,05,24,47,12,13,2,39,3,498,9,4,1,26,-8,26,-4,25,2
01.11.2023,23:17:41,19,0,11,79,4,48,26,59,56,56,8,5,4,952,4,0,8,91,0,10,4,37,3
01.11.2023,23:17:43,78,0,13,70,4,89,21,08,85,71,8,19,1,140,6,7,-9,70,9,21,1,07,1
01.11.2023,23:17:44,19,0,12,25,1,94,28,75,66,31,5,36,4,128,1,8,3,35,-5,15,3,42,1
01.11.2023,23:17:45,85,0,11,42,3,33,22,86,66,43,18,13,0,105,6,6,-6,34,9,59,8,14,1
01.11.2023,23:17:47,71,0,12,68,2,33,29,71,25,81,15,21,8,754,5,6,-9,44,1,15,-1,28,2
01.11.2023,23:17:49,95,0,11,83,3,92,28,12,98,39,17,12,9,543,6,2,1,81,5,47,2,99,3
01.11.2023,23:17:50,25,0,11,88,2,33,25,15,30,78,6,7,9,753,1,2,8,40,-2,15,-0,78,3
01.11.2023,23:17:51,51,0,10,24,3,18,25,40,27,74,1,38,0,694,8,8,9,59,-9,49,5,16,1
01.11.2023,23:17:52,74,0,10,71,4,23,28,70,70,27,4,46,4,453,6,0,-0,05,-5,18,3,14,1
01.11.2023,23:17:55,18,0,12,13,3,16,25,04,56,26,6,44,1,192,5,0,4,17,7,69,-8,54,2
01.11.2023,23:17:56,69,0,11,63,1,21,24,37,97,82,16,11,1,389,7,5,-9,23,-5,53,0,83,1
01.11.2023,23:17:58,69,0,13,06,1,48,26,41,18,08,7,19,6,49,2,6,-3,02,-5,78,-7,67,1
01.11.2023,23:17:59,13,0,10,58,4,31,26,94,49,43,6,48,1,556,1,4,9,66,-2,57,2,97,2
01.11.2023,23:18:00,2,0,12,92,1,49,25,37,59,04,12,31,8,341,8,1,-0,90,-4,61,7,00,3
01.11.2023,23:18:01,88,0,10,60,4,83,23,14,55,09,12,15,5,66,2,8,-6,03,-0,15,-0,85,1
01.11.2023,23:18:02,13,0,13,35,1,32,23,21,78,32,15,49,6,542,0,3,3,26,8,56,-8,37,3
01.11.2023,23:18:03,61,0,11,92,3,65,20,20,69,05,11,42,2,636,4,4,6,27,1,98,-8,84,2
01.11.2023,23:18:04,76,0,11,35,3,29,22,92,53,04,13,4,0,267,3,5,5,94,-4,77,5,90,3
01.11.2023,23:18:05,52,0,13,43,2,26,25,53,48,59,0,11,6,792,0,0,6,59,-1,91,4,16,2
01.11.2023,23:18:06,94,0,12,45,3,75,26,99,2,52,10,13,2,351,3,10,3,08,9,39,-9,34,1
01.11.2023,23:18:07,30,0,10,01,2,97,21,46,68,40,8,11,2,18,9,0,9,74,-3,59,7,69,1
01.11.2023,23:18:08,57,0,13,30,3,56,27,61,50,83,3,29,2,22,3,7,-0,67,1,61,5,30,3
01.11.2023,23:18:09,78,0,12,13,2,28,25,32,20,33,7,26,0,353,1,8,-5,38,-3,99,7,08,1
01.11.2023,23:18:12,98,0,11,46,4,90,28,39,59,47,7,45,3,362,6,1,-7,97,0,66,5,98,3
01.11.2023,23:18:13,21,0,13,80,1,30,28,68,9,41,12,15,3,57,4,5,-8,57,-5,15,-7,47,3
01.11.2023,23:18:14,39,0,11,89,1,93,23,84,78,97,16,19,5,843,0,4,-1,00,4,47,-8,54,3
01.11.2023,23:18:15,37,0,11,28,4,13,26,38,34,68,12,40,3,694,8,7,-1,39,6,76,5,03,2
01.11.2023,23:18:16,9,0,10,80,3,90,24,29,29,33,15,35,6,898,9,10,-1,33,-7,42,5,59,1
01.11.2023,23:18:17,74,0,11,64,4,99,28,22,50,03,7,39,8,251,1,2,9,72,-4,52,8,14,3
01.11.2023,23:18:18,67,0,11,29,1,00,26,93,4,27,8,31,7,190,7,7,-6,20,-7,66,9,26,1
01.11.2023,23:18:19,100,0,11,44,4,78,24,22,88,60,13,42,9,34,8,9,-2,07,3,95,7,49,3
01.11.2023,23:18:20,49,0,13,82,2,39,28,52,21,44,9,26,1,568,7,0,-2,18,7,96,-4,86,2
01.11.2023,23:18:21,74,0,10,59,1,49,20,41,21,89,18,43,0,343,6,3,-1,31,-3,86,6,31,1
01.11.2023,23:18:22,62,0,10,20,3,76,28,30,92,50,6,40,9,112,5,9,3,54,6,86,6,98,3
01.11.2023,23:18:23,67,0,11,76,3,35,29,25,96,99,0,8,2,495,0,10,4,24,8,27,5,89,1
01.11.2023,23:18:24,82,0,10,06,3,35,21,28,52,14,0,1,8,114,6,9,-0,54,7,58,-5,26,2
01.11.2023,23:18:25,60,0,11,76,2,11,28,26,46,93,5,9,6,243,4,2,-1,63,5,11,-1,31,2
01.11.2023,23:18:27,80,0,13,25,4,44,28,34,96,78,14,34,4,504,0,4,4,51,-5,67,-8,12,1
01.11.2023,23:18:28,64,0,12,41,4,74,26,03,59,66,17,34,7,56,7,8,-2,28,0,20,-7,37,1
01.11.2023,23:18:29,10,0,10,81,3,87,21,08,63,56,15,2,3,313,7,5,-2,42,-2,35,-2,37,2
01.11.2023,23:18:30,4,0,12,99,4,84,28,09,92,51,8,30,3,93,8,1,-1,37,6,27,7,67,1
01.11.2023,23:18:31,70,0,10,34,1,40,20,22,42,64,7,35,1,831,4,6,-0,29,5,71,-3,12,1
01.11.2023,23:18:32,46,0,10,19,4,72,21,58,22,42,11,11,1,145,9,8,8,95,-8,08,9,43,2
01.11.2023,23:18:34,3,0,12,72,3,48,24,40,26,14,3,23,2,834,9,10,1,18,-6,71,9,66,1
01.11.2023,23:18:35,26,0,12,65,1,24,29,10,13,82,0,2,5,965,5,2,-6,46,5,78,2,90,3
01.11.2023,23:18:36,88,0,10,48,3,65,24,06,8,59,15,35,2,271,7,5,0,84,0,53,-3,11,3
01.11.2023,23:18:37,92,0,12,03,3,50,21,97,96,60,18,48,9,563,4,7,1,25,-2,64,-7,04,3
01.11.2023,23:18:38,21,0,11,62,4,95,28,02,50,21,17,39,8,546,9,3,-3,09,-6,53,0,38,2
01.11.2023,23:18:39,45,0,11,12,4,74,27,42,12,01,11,28,3,452,2,0,0,87,-3,21,-9,35,1
01.11.2023,23:18:40,92,0,12,67,1,60,22,37,55,68,6,12,9,262,9,5,-4,02,-4,31,4,36,1
01.11.2023,23:18:41,70,0,12,20,1,56,26,26,16,12,9,33,9,492,8,4,3,98,2,55,8,03,2
01.11.2023,23:18:42,84,0,12,33,2,48,21,30,86,11,13,38,5,291,1,10,-7,42,-2,08,-8,84,3
01.11.2023,23:18:43,88,0,11,04,1,84,29,48,98,06,13,1,2,80,1,9,-9,67,-3,74,-0,87,2
01.11.2023,23:18:44,89,0,11,42,3,87,24,83,96,76,10,16,8,114,5,5,3,51,7,84,-2,55,2
01.11.2023,23:18:45,64,0,13,79,4,00,27,77,42,04,15,28,4,372,5,6,-1,66,-4,35,-0,41,3
01.11.2023,23:18:46,98,0,13,51,2,45,29,96,56,60,1,33,7,478,9,8,-1,71,1,46,-1,27,1
01.11.2023,23:18:48,57,0,13,55,1,04,23,15,93,76,9,0,2,249,3,6,-0,84,5,04,-0,73,1
01.11.2023,23:18:49,84,0,12,80,4,84,28,77,53,37,3,17,0,259,2,9,6,90,3,97,-6,99,3
01.11.2023,23:18:51,13,0,11,73,4,65,23,26,26,46,19,47,9,475,9,5,7,52,1,68,-7,26,2
01.11.2023,23:18:53,72,0,12,12,1,56,23,47,91,42,10,21,6,56,7,0,8,15,-3,05,0,90,2
01.11.2023,23:18:54,78,0,10,77,2,42,24,80,2,81,12,41,3,259,8,9,-5,74,2,67,5,77,3
01.11.2023,23:18:55,15,0,11,12,2,48,26,66,33,35,17,37,1,608,3,2,-1,42,-3,27,-7,26,3
01.11.2023,23:18:56,9,0,12,82,2,94,21,16,81,38,20,7,7,462,9,5,9,44,5,01,9,83,1
01.11.2023,23:18:58,51,0,13,21,4,89,25,75,76,36,0,17,2,66,1,5,-7,60,5,49,5,19,2
01.11.2023,23:18:59,65,0,12,54,2,11,26,23,30,77,13,33,7,262,3,3,9,66,-5,76,-2,89,1
01.11.2023,23:19:01,73,0,12,59,1,02,29,85,63,85,13,4,3,916,4,9,8,47,7,88,4,19,3
01.11.2023,23:19:02,6,0,12,80,2,25,21,54,82,04,15,11,0,650,4,2,5,29,-4,46,4,71,2
01.11.2023,23:19:03,98,0,10,07,1,64,21,64,28,38,16,33,1,99,0,9,-9,48,-4,85,-2,58,2
01.11.2023,23:19:04,59,0,11,08,1,79,29,68,65,51,18,2,6,708,7,8,-9,12,8,56,-3,47,2
01.11.2023,23:19:06,10,0,10,19,3,98,21,75,67,33,1,39,1,476,0,1,8,99,-0,93,-5,59,1
01.11.2023,23:19:07,38,0,12,73,4,43,22,40,97,26,4,41,9,753,6,0,8,45,0,82,-3,05,1
01.11.2023,23:19:08,53,0,10,48,2,09,29,43,20,09,9,13,5,15,2,8,-9,89,9,27,1,20,2
01.11.2023,23:19:10,53,0,13,44,4,55,20,49,12,46,4,41,4,531,2,5,3,23,-5,94,-5,44,3
01.11.2023,23:19:11,1,0,13,80,1,38,25,93,67,71,18,34,0,602,0,3,-4,12,3,99,-0,04,1
01.11.2023,23:19:14,32,0,12,91,2,98,21,67,56,70,3,27,5,993,1,8,6,05,-6,72,-3,14,1
01.11.2023,23:19:15,14,0,12,77,3,58,20,99,54,09,20,42,7,796,0,1,8,96,5,25,-9,80,2
01.11.2023,23:19:16,85,0,10,67,1,36,23,45,65,35,14,21,4,664,7,8,6,17,2,20,4,95,3
01.11.2023,23:19:17,95,0,10,76,4,55,29,90,92,97,14,0,3,774,7,7,2,77,-2,04,9,85,3
01.11.2023,23:19:18,72,0,13,60,1,38,21,81,77,88,15,7,9,155,0,3,-2,32,8,08,-1,52,1
01.11.2023,23:19:19,48,0,13,66,2,77,24,00,88,43,0,17,6,698,7,0,3,27,8,16,-7,07,1
01.11.2023,23:19:21,88,0,12,36,3,75,26,03,80,56,20,28,3,780,9,2,-8,18,-3,36,-3,84,3
01.11.2023,23:19:22,36,0,12,57,1,53,26,93,23,69,3,1,7,760,4,7,-6,95,0,35,-6,01,3
01.11.2023,23:19:23,21,0,10,29,2,30,25,07,38,60,18,42,0,854,6,1,5,21,-9,77,-1,61,3
01.11.2023,23:19:24,93,0,12,32,1,95,28,89,91,40,6,41,6,773,7,3,4,21,3,81,-4,45,1
01.11.2023,23:19:25,38,0,12,10,2,08,22,33,43,78,3,20,2,949,9,8,-0,11,-0,91,3,82,3
01.11.2023,23:19:26,46,0,11,87,4,60,22,07,88,09,2,13,7,378,9,2,-0,91,0,46,5,12,1
01.11.2023,23:19:27,21,0,11,47,1,33,28,85,36,13,13,11,5,94,8,5,-3,73,1,71,8,48,1
01.11.2023,23:19:28,85,0,10,06,4,63,21,52,8,60,16,9,9,209,2,9,-2,74,7,48,-7,58,3
01.11.2023,23:19:29,57,0,10,02,4,65,21,23,7,14,15,23,8,199,2,10,-9,28,7,36,7,74,1
01.11.2023,23:19:30,82,0,11,85,3,44,29,74,15,49,6,14,1,557,9,3,-4,85,-0,58,-7,80,2
01.11.2023,23:19:31,74,0,12,23,1,12,23,68,0,50,4,38,2,531,6,0,-5,51,-6,35,-2,73,1
01.11.2023,23:19:32,84,0,11,79,1,50,28,85,98,00,0,13,2,952,9,10,4,71,1,98,7,40,1
01.11.2023,23:19:34,66,0,10,49,3,41,27,53,23,76,8,30,5,912,8,5,6,71,-1,32,-2,12,1
01.11.2023,23:19:36,74,0,11,40,3,16,28,32,52,86,20,14,8,949,1,4,-7,18,-2,97,-5,78,2
01.11.2023,23:19:37,17,0,11,04,2,18,20,84,0,28,17,44,8,470,0,0,-6,65,-4,26,-5,39,1
01.11.2023,23:19:38,74,0,10,36,1,94,20,12,19,84,7,48,9,760,4,7,-4,79,-2,53,2,86,1
01.11.2023,23:19:40,42,0,13,51,1,03,27,30,18,27,5,30,1,432,4,2,-5,88,4,30,-2,63,3
01.11.2023,23:19:41,1,0,10,93,3,95,24,85,99,86,19,22,1,695,9,3,5,99,-7,16,9,21,2
01.11.2023,23:19:42,22,0,12,66,4,09,24,81,85,18,15,22,4,276,0,10,-8,01,5,06,9,15,1
01.11.2023,23:19:43,12,0,10,17,4,50,22,65,89,17,12,34,1,761,4,0,-3,36,1,73,5,48,1
01.11.2023,23:19:44,58,0,10,49,1,91,20,65,7,88,18,38,5,719,2,0,8,72,3,21,4,68,2
01.11.2023,23:19:45,99,0,13,69,3,67,20,91,13,38,20,26,4,920,7,8,-2,01,6,43,-8,16,3
01.11.2023,23:19:46,53,0,11,12,3,81,21,69,33,36,3,35,3,611,6,1,-3,52,-9,01,7,09,1
01.11.2023,23:19:47,89,0,10,75,2,43,20,92,10,51,4,26,6,537,7,6,5,21,-8,11,9,27,1
01.11.2023,23:19:48,60,0,10,99,2,28,27,80,72,35,8,48,6,171,0,3,-0,19,-9,66,7,20,2
01.11.2023,23:19:49,48,0,10,11,3,97,28,31,59,73,12,11,8,113,2,1,-3,22,1,24,4,16,1
01.11.2023,23:19:51,65,0,13,53,4,40,25,51,69,79,7,11,6,502,5,8,0,08,5,91,5,98,1
01.11.2023,23:19:53,41,0,12,62,2,87,28,93,56,78,9,23,0,996,7,10,-2,93,-4,73,0,91,2
01.11.2023,23:19:54,22,0,11,90,4,17,28,69,5,63,12,5,0,355,3,1,-0,43,-8,99,-8,46,2
01.11.2023,23:19:55,53,0,11,20,1,69,28,46,47,05,1,5,7,726,0,10,1,56,-9,29,6,92,3
01.11.2023,23:19:57,22,0,11,35,3,47,22,80,17,61,8,40,8,16,1,10,-6,81,6,50,-7,46,3
01.11.2023,23:19:58,21,0,11,73,4,66,22,88,89,76,15,1,1,119,9,2,5,20,-6,22,2,51,1
01.11.2023,23:19:59,23,0,10,47,2,14,29,97,70,28,11,45,8,115,1,9,5,49,-7,81,3,04,2
01.11.2023,23:20:00,62,0,10,12,4,68,24,29,18,00,7,18,9,490,4,6,0,55,-2,97,-5,03,3
01.11.2023,23:20:01,88,0,13,63,1,94,29,96,57,86,8,32,7,71,4,2,3,97,4,62,8,37,2
01.11.2023,23:20:02,29,0,10,84,4,07,23,92,65,79,16,31,8,495,9,1,9,84,-6,01,6,01,2
